257.067582	749.995055	212.000000	700.000000	304.000000	800.000000
257.756007	748.445374	212.000000	697.000000	306.000000	799.000000
258.533179	746.954948	211.000000	694.000000	307.000000	798.000000
259.092845	745.312701	211.000000	691.000000	308.000000	797.000000
259.974368	743.666786	211.000000	688.000000	310.000000	796.000000
260.604576	741.751638	211.000000	685.000000	311.000000	795.000000
261.332670	740.205239	211.000000	682.000000	313.000000	795.000000
262.120175	738.162508	211.000000	678.000000	314.000000	794.000000
263.053262	735.688313	211.000000	674.000000	316.000000	793.000000
263.928593	733.151667	211.000000	670.000000	318.000000	792.000000
264.661235	730.177908	211.000000	665.000000	319.000000	791.000000
265.441960	727.179438	211.000000	661.000000	321.000000	789.000000
266.479659	723.726704	211.000000	655.000000	323.000000	788.000000
267.868045	720.093381	211.000000	650.000000	325.000000	786.000000
269.239000	716.203655	212.000000	644.000000	328.000000	783.000000
270.491166	712.170303	212.000000	638.000000	330.000000	781.000000
271.819493	707.798344	212.000000	631.000000	333.000000	778.000000
273.157884	703.094957	213.000000	624.000000	335.000000	776.000000
274.635893	699.277785	214.000000	618.000000	338.000000	774.000000
275.890745	695.930766	214.000000	612.000000	340.000000	773.000000
277.059090	691.936064	214.000000	606.000000	342.000000	771.000000
278.344652	687.564917	215.000000	599.000000	345.000000	769.000000
279.384575	683.192868	215.000000	592.000000	347.000000	767.000000
280.520861	678.770638	215.000000	584.000000	349.000000	765.000000
280.411733	674.327657	214.000000	577.000000	349.000000	763.000000
279.905912	670.037233	213.000000	570.000000	350.000000	761.000000
279.738256	665.589749	212.000000	562.000000	351.000000	759.000000
280.011339	661.855240	212.000000	555.000000	353.000000	758.000000
280.084233	658.820010	211.000000	548.000000	353.000000	758.000000
280.044549	654.745822	210.000000	541.000000	354.000000	757.000000
280.289085	649.684548	210.000000	532.000000	356.000000	755.000000
280.341363	643.964959	209.000000	522.000000	357.000000	753.000000
280.127586	637.874886	208.000000	513.000000	358.000000	750.000000
280.051168	633.258246	206.000000	504.000000	359.000000	749.000000
279.737870	628.580523	205.000000	495.000000	360.000000	748.000000
279.432929	623.651710	203.000000	486.000000	362.000000	746.000000
279.718877	619.467370	203.000000	478.000000	364.000000	746.000000
280.406022	615.795418	202.000000	470.000000	366.000000	746.000000
281.185152	611.325175	202.000000	461.000000	368.000000	746.000000
282.305663	606.549863	201.000000	452.000000	371.000000	744.000000
283.514989	601.722369	201.000000	442.000000	374.000000	743.000000
284.839849	596.784894	202.000000	433.000000	376.000000	742.000000
285.858603	591.580093	202.000000	423.000000	379.000000	741.000000
287.113580	587.334592	201.000000	415.000000	382.000000	740.000000
288.169553	583.508455	201.000000	406.000000	383.000000	740.000000
289.238023	579.483653	201.000000	397.000000	385.000000	740.000000
290.256100	575.857421	201.000000	389.000000	387.000000	740.000000
291.128590	572.800601	201.000000	381.000000	389.000000	740.000000
291.861699	569.557005	201.000000	372.000000	390.000000	741.000000
291.990172	565.649468	200.000000	364.000000	390.000000	741.000000
290.838912	561.307727	197.000000	355.000000	390.000000	739.000000
289.967527	557.560393	195.000000	347.000000	389.000000	738.000000
289.090292	554.161577	193.000000	339.000000	388.000000	737.000000
288.710449	550.911726	192.000000	333.000000	388.000000	736.000000
287.995430	549.587355	190.000000	327.000000	387.000000	737.000000
287.227807	549.244626	188.000000	323.000000	389.000000	739.000000
286.191721	548.896887	187.000000	319.000000	390.000000	739.000000
285.274066	546.473091	185.000000	313.000000	391.000000	737.000000
284.160980	544.597652	183.000000	309.000000	392.000000	735.000000
282.131155	543.152951	181.000000	306.000000	392.000000	736.000000
280.242517	543.025944	178.000000	304.000000	391.000000	738.000000
278.329390	543.695399	176.000000	303.000000	391.000000	741.000000
275.863652	543.316429	174.000000	302.000000	389.000000	742.000000
273.466376	542.910491	171.000000	302.000000	388.000000	742.000000
271.068983	543.829444	169.000000	303.000000	386.000000	744.000000
268.312367	544.958206	166.000000	305.000000	383.000000	745.000000
265.628820	546.196592	164.000000	307.000000	381.000000	746.000000
262.946569	548.260440	161.000000	310.000000	379.000000	748.000000
261.787774	551.274082	160.000000	315.000000	378.000000	750.000000
260.714665	555.051669	160.000000	320.000000	377.000000	751.000000
259.832508	559.614405	160.000000	327.000000	377.000000	753.000000
259.862169	566.466891	160.000000	336.000000	376.000000	758.000000
258.776376	574.012383	160.000000	346.000000	375.000000	763.000000
258.225871	581.821954	160.000000	357.000000	374.000000	768.000000
258.417883	589.768132	161.000000	368.000000	373.000000	773.000000
258.128824	598.144606	162.000000	380.000000	372.000000	778.000000
256.744736	603.944430	161.000000	390.000000	370.000000	780.000000
257.237523	606.361139	163.000000	396.000000	369.000000	778.000000
261.623624	608.375082	169.000000	402.000000	372.000000	776.000000
262.804963	611.072324	172.000000	410.000000	372.000000	774.000000
